mx,my,desiredHeading, currentHeading, headingChange,,,,,,,,mx,my,
7,39,0,17.1,-17.1,,,6.5,,-17,7.03759398496241,,,,
6,41,0,21.45,-21.45,,,8.5,,-18,9.20300751879699,,,,
8,40,0,21.8,-21.8,,,7.5,,-16,8.1203007518797,,,,
6,39,0,15.95,-15.95,,,6.5,,-18,7.03759398496241,,,,
5,38,0,13.57,-13.57,,,5.5,,-19,5.95488721804511,,,,
6,40,0,19.65,-19.65,,,7.5,,-18,8.1203007518797,,,,
5,40,0,19.03,-19.03,,,7.5,,-19,8.1203007518797,,,,
3,41,0,18.97,-18.97,,,8.5,,-21,9.20300751879699,,,,
6,38,0,14.04,-14.04,,,5.5,,-18,5.95488721804511,,,,
5,37,0,9.78,-9.78,,,4.5,,-19,4.87218045112782,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
4,39,0,14.47,-14.47,,,6.5,,-20,7.03759398496241,,,,
5,39,0,15.42,-15.42,,,6.5,,-19,7.03759398496241,,,,
5,38,0,13.57,-13.57,,,5.5,,-19,5.95488721804511,,,,
5,39,0,15.42,-15.42,,,6.5,,-19,7.03759398496241,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
4,37,0,9.16,-9.16,,,4.5,,-20,4.87218045112782,,,,
4,37,0,9.16,-9.16,,,4.5,,-20,4.87218045112782,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
4,35,0,3.69,-3.69,,,2.5,,-20,2.70676691729323,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
3,36,0,7.13,-7.13,,,3.5,,-21,3.78947368421053,,,,
2,40,0,16.39,-16.39,,,7.5,,-22,8.1203007518797,,,,
2,39,0,13.24,-13.24,,,6.5,,-22,7.03759398496241,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
2,39,0,13.24,-13.24,,,6.5,,-22,7.03759398496241,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
4,35,0,3.69,-3.69,,,2.5,,-20,2.70676691729323,,,,
3,40,0,17.35,-17.35,,,7.5,,-21,8.1203007518797,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
3,39,0,14.04,-14.04,,,6.5,,-21,7.03759398496241,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
3,39,0,14.04,-14.04,,,6.5,,-21,7.03759398496241,,,,
5,37,0,9.78,-9.78,,,4.5,,-19,4.87218045112782,,,,
5,38,0,13.57,-13.57,,,5.5,,-19,5.95488721804511,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
4,37,0,9.16,-9.16,,,4.5,,-20,4.87218045112782,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
2,39,0,13.24,-13.24,,,6.5,,-22,7.03759398496241,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
4,40,0,17.88,-17.88,,,7.5,,-20,8.1203007518797,,,,
3,40,0,17.35,-17.35,,,7.5,,-21,8.1203007518797,,,,
3,40,0,17.35,-17.35,,,7.5,,-21,8.1203007518797,,,,
2,39,0,13.24,-13.24,,,6.5,,-22,7.03759398496241,,,,
5,38,0,13.57,-13.57,,,5.5,,-19,5.95488721804511,,,,
3,39,0,14.04,-14.04,,,6.5,,-21,7.03759398496241,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
5,37,0,9.78,-9.78,,,4.5,,-19,4.87218045112782,,,,
4,35,0,3.69,-3.69,,,2.5,,-20,2.70676691729323,,,,
5,38,0,13.57,-13.57,,,5.5,,-19,5.95488721804511,,,,
4,37,0,9.16,-9.16,,,4.5,,-20,4.87218045112782,,,,
2,38,0,11.63,-11.63,,,5.5,,-22,5.95488721804511,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
1,37,0,8.13,-8.13,,,4.5,,-23,4.87218045112782,,,,
3,39,0,14.04,-14.04,,,6.5,,-21,7.03759398496241,,,,
6,40,0,19.65,-19.65,,,7.5,,-18,8.1203007518797,,,,
5,38,0,13.57,-13.57,,,5.5,,-19,5.95488721804511,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
6,39,0,15.95,-15.95,,,6.5,,-18,7.03759398496241,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
6,37,0,10.12,-10.12,,,4.5,,-18,4.87218045112782,,,,
2,39,0,13.24,-13.24,,,6.5,,-22,7.03759398496241,,,,
3,36,0,7.13,-7.13,,,3.5,,-21,3.78947368421053,,,,
5,37,0,9.78,-9.78,,,4.5,,-19,4.87218045112782,,,,
4,37,0,9.16,-9.16,,,4.5,,-20,4.87218045112782,,,,
3,40,0,17.35,-17.35,,,7.5,,-21,8.1203007518797,,,,
3,36,0,7.13,-7.13,,,3.5,,-21,3.78947368421053,,,,
2,37,0,8.37,-8.37,,,4.5,,-22,4.87218045112782,,,,
1,39,0,12.88,-12.88,,,6.5,,-23,7.03759398496241,,,,
4,37,0,9.16,-9.16,,,4.5,,-20,4.87218045112782,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
2,38,0,11.63,-11.63,,,5.5,,-22,5.95488721804511,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
3,36,0,7.13,-7.13,,,3.5,,-21,3.78947368421053,,,,
1,36,0,6.52,-6.52,,,3.5,,-23,3.78947368421053,,,,
4,36,0,7.35,-7.35,,,3.5,,-20,3.78947368421053,,,,
4,39,0,14.47,-14.47,,,6.5,,-20,7.03759398496241,,,,
4,37,0,9.16,-9.16,,,4.5,,-20,4.87218045112782,,,,
3,36,0,7.13,-7.13,,,3.5,,-21,3.78947368421053,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
3,35,0,3.58,-3.58,,,2.5,,-21,2.70676691729323,,,,
1,37,0,8.13,-8.13,,,4.5,,-23,4.87218045112782,,,,
2,37,0,8.37,-8.37,,,4.5,,-22,4.87218045112782,,,,
4,37,0,9.16,-9.16,,,4.5,,-20,4.87218045112782,,,,
4,36,0,7.35,-7.35,,,3.5,,-20,3.78947368421053,,,,
1,37,0,8.13,-8.13,,,4.5,,-23,4.87218045112782,,,,
2,38,0,11.63,-11.63,,,5.5,,-22,5.95488721804511,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
5,39,0,15.42,-15.42,,,6.5,,-19,7.03759398496241,,,,
4,35,0,3.69,-3.69,,,2.5,,-20,2.70676691729323,,,,
3,38,0,12.34,-12.34,,,5.5,,-21,5.95488721804511,,,,
2,35,0,3.37,-3.37,,,2.5,,-22,2.70676691729323,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
5,38,0,13.57,-13.57,,,5.5,,-19,5.95488721804511,,,,
2,38,0,11.63,-11.63,,,5.5,,-22,5.95488721804511,,,,
2,37,0,8.37,-8.37,,,4.5,,-22,4.87218045112782,,,,
2,36,0,6.71,-6.71,,,3.5,,-22,3.78947368421053,,,,
2,38,0,11.63,-11.63,,,5.5,,-22,5.95488721804511,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
3,36,0,7.13,-7.13,,,3.5,,-21,3.78947368421053,,,,
1,36,0,6.52,-6.52,,,3.5,,-23,3.78947368421053,,,,
2,35,0,3.37,-3.37,,,2.5,,-22,2.70676691729323,,,,
1,36,0,6.52,-6.52,,,3.5,,-23,3.78947368421053,,,,
5,33,0,358.03,1.97,,,0.5,,-19,0.541353383458647,,,,
2,31,0,353.29,6.71,,,-1.5,,-22,-1.62406015037594,,,,
2,31,0,353.29,6.71,,,-1.5,,-22,-1.62406015037594,,,,
2,27,0,343.61,16.39,,,-5.5,,-22,-5.95488721804511,,,,
3,24,0,336.37,23.63,,,-8.5,,-21,-9.20300751879699,,,,
4,25,0,337.25,22.75,,,-7.5,,-20,-8.1203007518797,,,,
3,19,0,325.49,34.51,,,-13.5,,-21,-14.6165413533835,,,,
2,14,0,318.58,41.42,,,-18.5,,-22,-20.0300751879699,,,,
3,11,0,313.26,46.74,,,-21.5,,-21,-23.2781954887218,,,,
3,8,0,309.37,50.63,,,-24.5,,-21,-26.5263157894737,,,,
4,4,0,304.56,55.44,,,-28.5,,-20,-30.8571428571429,,,,
5,1,0,300.62,59.38,,,-31.5,,-19,-34.1052631578947,,,,
3,0,0,302.11,57.89,,,-32.5,,-21,-35.187969924812,,,,
7,-6,0,293.43,66.57,,,-38.5,,-17,-41.6842105263158,,,,
5,-7,0,295.43,64.57,,,-39.5,,-19,-42.7669172932331,,,,
7,-12,0,290.65,69.35,,,-44.5,,-17,-48.1804511278196,,,,
6,-15,0,290.73,69.27,,,-47.5,,-18,-51.4285714285714,,,,
9,-14,0,287.72,72.28,,,-46.5,,-15,-50.3458646616541,,,,
8,-20,0,287.15,72.85,,,-52.5,,-16,-56.8421052631579,,,,
7,-21,0,287.39,72.61,,,-53.5,,-17,-57.9248120300752,,,,
9,-23,0,284.97,75.03,,,-55.5,,-15,-60.0902255639098,,,,
8,-26,0,285.52,74.48,,,-58.5,,-16,-63.3383458646617,,,,
10,-28,0,283.31,76.69,,,-60.5,,-14,-65.5037593984962,,,,
9,-30,0,283.47,76.53,,,-62.5,,-15,-67.6691729323308,,,,
11,-31,0,281.53,78.47,,,-63.5,,-13,-68.7518796992481,,,,
9,-32,0,283.08,76.92,,,-64.5,,-15,-69.8345864661654,,,,
11,-32,0,281.42,78.58,,,-64.5,,-13,-69.8345864661654,,,,
9,-33,0,282.83,77.17,,,-65.5,,-15,-70.9172932330827,,,,
12,-34,0,280.55,79.45,,,-66.5,,-12,-72,,,,
12,-33,0,280.65,79.35,,,-65.5,,-12,-70.9172932330827,,,,
12,-32,0,280.86,79.14,,,-64.5,,-12,-69.8345864661654,,,,
12,-31,0,280.97,79.03,,,-63.5,,-12,-68.7518796992481,,,,
13,-30,0,280.04,79.96,,,-62.5,,-11,-67.6691729323308,,,,
11,-27,0,282.26,77.74,,,-59.5,,-13,-64.4210526315789,,,,
13,-28,0,280.36,79.64,,,-60.5,,-11,-65.5037593984962,,,,
13,-26,0,280.7,79.3,,,-58.5,,-11,-63.3383458646617,,,,
13,-24,0,281.06,78.94,,,-56.5,,-11,-61.1729323308271,,,,
12,-19,0,283.36,76.64,,,-51.5,,-12,-55.7593984962406,,,,
11,-18,0,284.38,75.62,,,-50.5,,-13,-54.6766917293233,,,,
11,-16,0,284.93,75.07,,,-48.5,,-13,-52.5112781954887,,,,
11,-14,0,285.52,74.48,,,-46.5,,-13,-50.3458646616541,,,,
10,-13,0,287.22,72.78,,,-45.5,,-14,-49.2631578947368,,,,
9,-11,0,288.69,71.31,,,-43.5,,-15,-47.0977443609023,,,,
7,-7,0,293.09,66.91,,,-39.5,,-17,-42.7669172932331,,,,
7,-7,0,293.09,66.91,,,-39.5,,-17,-42.7669172932331,,,,
7,-2,0,295.71,64.29,,,-34.5,,-17,-37.3533834586466,,,,
6,0,0,298.77,61.23,,,-32.5,,-18,-35.187969924812,,,,
6,1,0,299.74,60.26,,,-31.5,,-18,-34.1052631578947,,,,
6,3,0,301.33,58.67,,,-29.5,,-18,-31.9398496240602,,,,
6,5,0,303.07,56.93,,,-27.5,,-18,-29.7744360902256,,,,
2,8,0,311.08,48.92,,,-24.5,,-22,-26.5263157894737,,,,
6,12,0,310.31,49.69,,,-20.5,,-18,-22.1954887218045,,,,
4,14,0,315.94,44.06,,,-18.5,,-20,-20.0300751879699,,,,
4,19,0,324.64,35.36,,,-13.5,,-20,-14.6165413533835,,,,
4,20,0,327.17,32.83,,,-12.5,,-20,-13.5338345864662,,,,
1,24,0,338.2,21.8,,,-8.5,,-23,-9.20300751879699,,,,
2,26,0,342.07,17.93,,,-6.5,,-22,-7.03759398496241,,,,
2,26,0,342.07,17.93,,,-6.5,,-22,-7.03759398496241,,,,
1,27,0,344.05,15.95,,,-5.5,,-23,-5.95488721804511,,,,
3,30,0,351.12,8.88,,,-2.5,,-21,-2.70676691729323,,,,
2,33,0,358.32,1.68,,,0.5,,-22,0.541353383458647,,,,
2,34,0,1.68,-1.68,,,1.5,,-22,1.62406015037594,,,,
0,39,0,12.2,-12.2,,,6.5,,-24,7.03759398496241,,,,
3,41,0,18.97,-18.97,,,8.5,,-21,9.20300751879699,,,,
1,44,0,24.57,-24.57,,,11.5,,-23,12.4511278195489,,,,
1,49,0,34.44,-34.44,,,16.5,,-23,17.8646616541353,,,,
1,50,0,35.54,-35.54,,,17.5,,-23,18.9473684210526,,,,
0,52,0,37.12,-37.12,,,19.5,,-24,21.1127819548872,,,,
0,55,0,41.73,-41.73,,,22.5,,-24,24.3609022556391,,,,
1,55,0,43.32,-43.32,,,22.5,,-23,24.3609022556391,,,,
0,59,0,46.51,-46.51,,,26.5,,-24,28.6917293233083,,,,
1,64,0,52.73,-52.73,,,31.5,,-23,34.1052631578947,,,,
0,66,0,52.94,-52.94,,,33.5,,-24,36.2706766917293,,,,
-1,70,0,55.36,-55.36,,,37.5,,-25,40.6015037593985,,,,
-1,72,0,56.77,-56.77,,,39.5,,-25,42.7669172932331,,,,
1,73,0,59.74,-59.74,,,40.5,,-23,43.8496240601504,,,,
-1,74,0,58.5,-58.5,,,41.5,,-25,44.9323308270677,,,,
-1,76,0,59.69,-59.69,,,43.5,,-25,47.0977443609023,,,,
-1,82,0,62.82,-62.82,,,49.5,,-25,53.593984962406,,,,
1,83,0,64.98,-64.98,,,50.5,,-23,54.6766917293233,,,,
-1,86,0,64.59,-64.59,,,53.5,,-25,57.9248120300752,,,,
0,88,0,65.97,-65.97,,,55.5,,-24,60.0902255639098,,,,
0,91,0,66.96,-66.96,,,58.5,,-24,63.3383458646617,,,,
1,90,0,67.85,-67.85,,,57.5,,-23,62.2556390977444,,,,
-1,92,0,66.88,-66.88,,,59.5,,-25,64.4210526315789,,,,
1,93,0,68.75,-68.75,,,60.5,,-23,65.5037593984962,,,,
-2,95,0,66.73,-66.73,,,62.5,,-26,67.6691729323308,,,,
0,94,0,68.09,-68.09,,,61.5,,-24,66.5864661654135,,,,
-1,93,0,67.11,-67.11,,,60.5,,-25,65.5037593984962,,,,
1,94,0,69.17,-69.17,,,61.5,,-23,66.5864661654135,,,,
1,94,0,69.17,-69.17,,,61.5,,-23,66.5864661654135,,,,
-1,96,0,68.2,-68.2,,,63.5,,-25,68.7518796992481,,,,
0,96,0,68.72,-68.72,,,63.5,,-24,68.7518796992481,,,,
-1,98,0,68.81,-68.81,,,65.5,,-25,70.9172932330827,,,,
-1,96,0,68.2,-68.2,,,63.5,,-25,68.7518796992481,,,,
0,96,0,68.72,-68.72,,,63.5,,-24,68.7518796992481,,,,
0,95,0,68.3,-68.3,,,62.5,,-24,67.6691729323308,,,,
1,98,0,70.35,-70.35,,,65.5,,-23,70.9172932330827,,,,
1,95,0,69.38,-69.38,,,62.5,,-23,67.6691729323308,,,,
0,96,0,68.72,-68.72,,,63.5,,-24,68.7518796992481,,,,
2,97,0,70.5,-70.5,,,64.5,,-22,69.8345864661654,,,,
0,98,0,69.32,-69.32,,,65.5,,-24,70.9172932330827,,,,
0,96,0,68.72,-68.72,,,63.5,,-24,68.7518796992481,,,,
-3,96,0,66.66,-66.66,,,63.5,,-27,68.7518796992481,,,,
0,95,0,68.3,-68.3,,,62.5,,-24,67.6691729323308,,,,
2,94,0,69.72,-69.72,,,61.5,,-22,66.5864661654135,,,,
0,95,0,68.3,-68.3,,,62.5,,-24,67.6691729323308,,,,
2,92,0,69.09,-69.09,,,59.5,,-22,64.4210526315789,,,,
-1,90,0,66.16,-66.16,,,57.5,,-25,62.2556390977444,,,,
2,90,0,68.43,-68.43,,,57.5,,-22,62.2556390977444,,,,
0,88,0,65.97,-65.97,,,55.5,,-24,60.0902255639098,,,,
-1,89,0,65.66,-65.66,,,56.5,,-25,61.1729323308271,,,,
1,85,0,65.83,-65.83,,,52.5,,-23,56.8421052631579,,,,
1,82,0,64.69,-64.69,,,49.5,,-23,53.593984962406,,,,
0,79,0,61.8,-61.8,,,46.5,,-24,50.3458646616541,,,,
4,74,0,63.43,-63.43,,,41.5,,-20,44.9323308270677,,,,
0,69,0,55.58,-55.58,,,36.5,,-24,39.5187969924812,,,,
0,65,0,52.37,-52.37,,,32.5,,-24,35.187969924812,,,,
1,62,0,50.86,-50.86,,,29.5,,-23,31.9398496240602,,,,
1,60,0,48.81,-48.81,,,27.5,,-23,29.7744360902256,,,,
1,62,0,50.86,-50.86,,,29.5,,-23,31.9398496240602,,,,
2,56,0,45,-45,,,23.5,,-22,25.4436090225564,,,,
5,54,0,46.91,-46.91,,,21.5,,-19,23.2781954887218,,,,
4,53,0,44.06,-44.06,,,20.5,,-20,22.1954887218045,,,,
2,48,0,32.91,-32.91,,,15.5,,-22,16.781954887218,,,,
3,46,0,30.7,-30.7,,,13.5,,-21,14.6165413533835,,,,
4,44,0,27.3,-27.3,,,11.5,,-20,12.4511278195489,,,,
8,47,0,40.03,-40.03,,,14.5,,-16,15.6992481203008,,,,
6,47,0,36.87,-36.87,,,14.5,,-18,15.6992481203008,,,,
5,47,0,35.91,-35.91,,,14.5,,-19,15.6992481203008,,,,
3,50,0,38,-38,,,17.5,,-21,18.9473684210526,,,,
5,50,0,40.76,-40.76,,,17.5,,-19,18.9473684210526,,,,
4,51,0,41.05,-41.05,,,18.5,,-20,20.0300751879699,,,,
3,59,0,50.63,-50.63,,,26.5,,-21,28.6917293233083,,,,
5,62,0,56,-56,,,29.5,,-19,31.9398496240602,,,,
3,66,0,56.85,-56.85,,,33.5,,-21,36.2706766917293,,,,
3,73,0,61.93,-61.93,,,40.5,,-21,43.8496240601504,,,,
6,78,0,67.62,-67.62,,,45.5,,-18,49.2631578947368,,,,
6,81,0,68.75,-68.75,,,48.5,,-18,52.5112781954887,,,,
2,84,0,66.18,-66.18,,,51.5,,-22,55.7593984962406,,,,
7,87,0,72.2,-72.2,,,54.5,,-17,59.0075187969925,,,,
4,88,0,69.52,-69.52,,,55.5,,-20,60.0902255639098,,,,
4,91,0,70.39,-70.39,,,58.5,,-20,63.3383458646617,,,,
3,92,0,70.22,-70.22,,,59.5,,-21,64.4210526315789,,,,
3,93,0,70.43,-70.43,,,60.5,,-21,65.5037593984962,,,,
4,95,0,71.57,-71.57,,,62.5,,-20,67.6691729323308,,,,
7,96,0,74.69,-74.69,,,63.5,,-17,68.7518796992481,,,,
4,96,0,71.93,-71.93,,,63.5,,-20,68.7518796992481,,,,
5,96,0,73.02,-73.02,,,63.5,,-19,68.7518796992481,,,,
5,98,0,73.52,-73.52,,,65.5,,-19,70.9172932330827,,,,
5,98,0,73.52,-73.52,,,65.5,,-19,70.9172932330827,,,,
6,97,0,73.74,-73.74,,,64.5,,-18,69.8345864661654,,,,
7,99,0,75.28,-75.28,,,66.5,,-17,72,,,,
5,99,0,73.67,-73.67,,,66.5,,-19,72,,,,
5,96,0,73.02,-73.02,,,63.5,,-19,68.7518796992481,,,,
7,96,0,74.69,-74.69,,,63.5,,-17,68.7518796992481,,,,
6,96,0,73.58,-73.58,,,63.5,,-18,68.7518796992481,,,,
5,95,0,72.68,-72.68,,,62.5,,-19,67.6691729323308,,,,
5,93,0,72.14,-72.14,,,60.5,,-19,65.5037593984962,,,,
7,94,0,74.22,-74.22,,,61.5,,-17,66.5864661654135,,,,
6,90,0,71.97,-71.97,,,57.5,,-18,62.2556390977444,,,,
8,88,0,73.24,-73.24,,,55.5,,-16,60.0902255639098,,,,
9,84,0,73.37,-73.37,,,51.5,,-15,55.7593984962406,,,,
10,80,0,72.78,-72.78,,,47.5,,-14,51.4285714285714,,,,
10,75,0,70.75,-70.75,,,42.5,,-14,46.015037593985,,,,
10,75,0,70.75,-70.75,,,42.5,,-14,46.015037593985,,,,
11,71,0,70.67,-70.67,,,38.5,,-13,41.6842105263158,,,,
11,72,0,70.97,-70.97,,,39.5,,-13,42.7669172932331,,,,
10,72,0,69.23,-69.23,,,39.5,,-14,42.7669172932331,,,,
8,68,0,64.32,-64.32,,,35.5,,-16,38.4360902255639,,,,
11,66,0,67.8,-67.8,,,33.5,,-13,36.2706766917293,,,,
11,64,0,66.5,-66.5,,,31.5,,-13,34.1052631578947,,,,
11,63,0,66.04,-66.04,,,30.5,,-13,33.0225563909774,,,,
10,61,0,62.35,-62.35,,,28.5,,-14,30.8571428571429,,,,
12,58,0,62.82,-62.82,,,25.5,,-12,27.609022556391,,,,
11,58,0,61.61,-61.61,,,25.5,,-13,27.609022556391,,,,
11,56,0,59.53,-59.53,,,23.5,,-13,25.4436090225564,,,,
7,53,0,49.09,-49.09,,,20.5,,-17,22.1954887218045,,,,
10,47,0,43.67,-43.67,,,14.5,,-14,15.6992481203008,,,,
11,42,0,33.02,-33.02,,,9.5,,-13,10.2857142857143,,,,
10,37,0,12.8,-12.8,,,4.5,,-14,4.87218045112782,,,,
10,30,0,347.2,12.8,,,-2.5,,-14,-2.70676691729323,,,,
8,26,0,336.25,23.75,,,-6.5,,-16,-7.03759398496241,,,,
9,21,0,320.44,39.56,,,-11.5,,-15,-12.4511278195489,,,,
8,17,0,315,45,,,-15.5,,-16,-16.781954887218,,,,
11,12,0,301.22,58.78,,,-20.5,,-13,-22.1954887218045,,,,
12,8,0,295.97,64.03,,,-24.5,,-12,-26.5263157894737,,,,
11,7,0,296.57,63.43,,,-25.5,,-13,-27.609022556391,,,,
11,8,0,297.15,62.85,,,-24.5,,-13,-26.5263157894737,,,,
11,5,0,294.94,65.06,,,-27.5,,-13,-29.7744360902256,,,,
11,2,0,292.62,67.38,,,-30.5,,-13,-33.0225563909774,,,,
12,0,0,290.43,69.57,,,-32.5,,-12,-35.187969924812,,,,
13,-3,0,287.18,72.82,,,-35.5,,-11,-38.4360902255639,,,,
13,-8,0,285.1,74.9,,,-40.5,,-11,-43.8496240601504,,,,
10,-12,0,287.68,72.32,,,-44.5,,-14,-48.1804511278196,,,,
10,-15,0,286.56,73.44,,,-47.5,,-14,-51.4285714285714,,,,
11,-16,0,284.93,75.07,,,-48.5,,-13,-52.5112781954887,,,,
14,-17,0,281.74,78.26,,,-49.5,,-10,-53.593984962406,,,,
12,-20,0,283.2,76.8,,,-52.5,,-12,-56.8421052631579,,,,
12,-22,0,282.75,77.25,,,-54.5,,-12,-59.0075187969925,,,,
13,-24,0,281.06,78.94,,,-56.5,,-11,-61.1729323308271,,,,
13,-26,0,280.7,79.3,,,-58.5,,-11,-63.3383458646617,,,,
13,-29,0,280.15,79.85,,,-61.5,,-11,-66.5864661654135,,,,
12,-30,0,281.2,78.8,,,-62.5,,-12,-67.6691729323308,,,,
14,-29,0,279.56,80.44,,,-61.5,,-10,-66.5864661654135,,,,
13,-33,0,279.55,80.45,,,-65.5,,-11,-70.9172932330827,,,,
14,-34,0,278.91,81.09,,,-66.5,,-10,-72,,,,
13,-34,0,279.46,80.54,,,-66.5,,-11,-72,,,,
15,-33,0,277.89,82.11,,,-65.5,,-9,-70.9172932330827,,,,
15,-33,0,277.89,82.11,,,-65.5,,-9,-70.9172932330827,,,,
14,-33,0,279,81,,,-65.5,,-10,-70.9172932330827,,,,
14,-30,0,279.46,80.54,,,-62.5,,-10,-67.6691729323308,,,,
16,-31,0,277.56,82.44,,,-63.5,,-8,-68.7518796992481,,,,
15,-28,0,278.56,81.44,,,-60.5,,-9,-65.5037593984962,,,,
14,-26,0,280.08,79.92,,,-58.5,,-10,-63.3383458646617,,,,
15,-25,0,278.94,81.06,,,-57.5,,-9,-62.2556390977444,,,,
15,-23,0,279.25,80.75,,,-55.5,,-9,-60.0902255639098,,,,
13,-20,0,281.85,78.15,,,-52.5,,-11,-56.8421052631579,,,,
12,-17,0,283.86,76.14,,,-49.5,,-12,-53.593984962406,,,,
12,-19,0,283.36,76.64,,,-51.5,,-12,-55.7593984962406,,,,
11,-19,0,284.04,75.96,,,-51.5,,-13,-55.7593984962406,,,,
10,-15,0,286.56,73.44,,,-47.5,,-14,-51.4285714285714,,,,
12,-12,0,285.4,74.6,,,-44.5,,-12,-48.1804511278196,,,,
12,-11,0,285.61,74.39,,,-43.5,,-12,-47.0977443609023,,,,
11,-9,0,287.1,72.9,,,-41.5,,-13,-44.9323308270677,,,,
12,-6,0,287.57,72.43,,,-38.5,,-12,-41.6842105263158,,,,
11,-5,0,289.03,70.97,,,-37.5,,-13,-40.6015037593985,,,,
10,-2,0,292.17,67.83,,,-34.5,,-14,-37.3533834586466,,,,
12,2,0,291.6,68.4,,,-30.5,,-12,-33.0225563909774,,,,
11,5,0,294.94,65.06,,,-27.5,,-13,-29.7744360902256,,,,
12,5,0,293.84,66.16,,,-27.5,,-12,-29.7744360902256,,,,
11,8,0,297.15,62.85,,,-24.5,,-13,-26.5263157894737,,,,
13,13,0,298.74,61.26,,,-19.5,,-11,-21.1127819548872,,,,
12,15,0,304.16,55.84,,,-17.5,,-12,-18.9473684210526,,,,
13,17,0,304.22,55.78,,,-15.5,,-11,-16.781954887218,,,,
13,21,0,311.82,48.18,,,-11.5,,-11,-12.4511278195489,,,,
12,24,0,323.62,36.38,,,-8.5,,-12,-9.20300751879699,,,,
13,27,0,329.53,30.47,,,-5.5,,-11,-5.95488721804511,,,,
12,31,0,348.11,11.89,,,-1.5,,-12,-1.62406015037594,,,,
11,33,0,357.14,2.86,,,0.5,,-13,0.541353383458647,,,,
11,36,0,11.31,-11.31,,,3.5,,-13,3.78947368421053,,,,
12,39,0,22.83,-22.83,,,6.5,,-12,7.03759398496241,,,,
9,39,0,19.18,-19.18,,,6.5,,-15,7.03759398496241,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
8,41,0,23.75,-23.75,,,8.5,,-16,9.20300751879699,,,,
12,38,0,20.22,-20.22,,,5.5,,-12,5.95488721804511,,,,
11,40,0,26.57,-26.57,,,7.5,,-13,8.1203007518797,,,,
9,40,0,23.5,-23.5,,,7.5,,-15,8.1203007518797,,,,
11,41,0,28.81,-28.81,,,8.5,,-13,9.20300751879699,,,,
9,42,0,29.48,-29.48,,,9.5,,-15,10.2857142857143,,,,
10,45,0,37.69,-37.69,,,12.5,,-14,13.5338345864662,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
9,45,0,36.47,-36.47,,,12.5,,-15,13.5338345864662,,,,
10,43,0,32.47,-32.47,,,10.5,,-14,11.3684210526316,,,,
9,44,0,34.82,-34.82,,,11.5,,-15,12.4511278195489,,,,
9,44,0,34.82,-34.82,,,11.5,,-15,12.4511278195489,,,,
8,45,0,34.22,-34.22,,,12.5,,-16,13.5338345864662,,,,
8,45,0,34.22,-34.22,,,12.5,,-16,13.5338345864662,,,,
9,43,0,31.33,-31.33,,,10.5,,-15,11.3684210526316,,,,
7,44,0,31.61,-31.61,,,11.5,,-17,12.4511278195489,,,,
7,43,0,28.3,-28.3,,,10.5,,-17,11.3684210526316,,,,
